N° work situation ,Activity sector,Company's activity ,Task,Type of process used ,Collection système +  the type if existing ,General ventilation ,Outdoors/indoors work ,Individual protection ,Product,Daily amont of the product,SDS,hazard statements  according to the CLP regulation (inhalation route),Chemicals emitted during the process,Risk level,variability (%),Confidence (%),Supporting comments ,p%1,p%2,p%3,p%4,p%5,p%6,p%7,p%8,p%9,p%10,p%11,p%12,p%13,p%14,p%15,p%16,p%17,p%18,p%19,p%20,p%21,p%22,p%23,p%24,p%25,p%26,p%27,p%28,p%29,p%30,p%31,p%32,p%33,p%34,p%35,p%36,p%37,p%38,p%39,p%40,p%41,p%42,p%43,p%44,p%45,p%46,p%47,p%48,p%49,p%50,p%51,p%52,p%53,p%54,p%55,p%56,p%57,p%58,p%59,p%60,p%61,p%62,p%63,p%64,p%65,p%66,p%67,p%68,p%69,p%70,p%71,p%72,p%73,p%74,p%75,p%76,p%77,p%78,p%79,p%80,p%81,p%82,p%83,p%84,p%85,p%86,p%87,p%88,p%89,p%90,p%91,p%92,p%93,p%94,p%95,p%96,p%97,p%98,p%99,p%100,moyenne = score à utiliser,moyenne pondérée = score à utiliser,ecart-type des moyennes des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart-type des moyennes pondérées des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart type des ranges des experts = dispersion du niveau de confiance des experts = les experts sont ils d'accord entre eux sur l'incertitude sur l'évaluation,taille moyenne du range des experts = niveau de confiance moyen des experts dans l'évaluation
32,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",Manual sanding ,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,dust ,55,29,71,"dust without specific effect: pulmonary overload
high exposure: dispersive manual sanding process and lack of collection ",0,0,0,0,0,0,0,0,0,0,0.00658907272,0.006785462357,0.006500897781,0.006372643324,0.006512921637,0.008524913428,0.009246344748,0.009478805951,0.009538925228,0.04922967167,0.005230377068,0.005378671284,0.005583076824,0.005486885982,0.00561914839,0.005222361165,0.005514941644,0.005510933692,0.005474862126,0.005518949596,0.008913684751,0.008789438245,0.009150153905,0.009049955111,0.009150153905,0.007182249583,0.007053995126,0.007150185969,0.007106098499,0.006845581634,0.007142170065,0.007430742593,0.007498877774,0.007679235603,0.007430742593,0.007518917532,0.007350583558,0.007250384763,0.007102090548,0.007274432474,0.01785542516,0.01863697576,0.01838046685,0.01810391817,0.01802776709,0.01818006926,0.01824820444,0.01838848275,0.01829629986,0.01816403745,0.01937443889,0.02332627934,0.02340643837,0.02294552392,0.02203571887,0.02605970245,0.02642442606,0.0260556945,0.02655268052,0.0258392651,0.0180437989,0.01414806977,0.01426830832,0.01438453893,0.01401580736,0.00979142619,0.01024432474,0.01045674618,0.01024432474,0.05074868539,0.005150218033,0.004913748878,0.005074066949,0.005050019238,0.005286488393,0.005037995383,0.004825573939,0.005310536104,0.004961844299,0.005286488393,0.003038027446,0.003194337566,0.003254456842,0.003278504553,0.002997947929,0.003082114916,0.003078106964,0.002997947929,0.002981916122,0.003162273952,54.64466301,53.76759793,19.64134415,18.88053931,17.58253679,25.12
33,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",mechanical sanding ,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,dust ,59,24,76,high hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,6.39E-04,6.70E-04,6.30E-04,5.70E-04,5.44E-04,5.74E-04,0.001417502239,0.001547947231,0.001621866059,0.00135662791,0.001565339896,0.001613169726,0.001582732562,0.001587080728,0.001539250898,0.005956987938,0.005713490621,0.005570001131,0.005909158108,0.00572653512,0.0120400727,0.01146176657,0.01217486586,0.01218791036,0.01224008835,0.007483194337,0.007400579176,0.007600594829,0.007509283335,0.007487542503,0.009248549887,0.008852866746,0.00899200807,0.009183327391,0.009083319564,0.009057230566,0.008909392909,0.008987659904,0.008931133741,0.008587628597,0.01614474176,0.0161403936,0.0160490821,0.01677957405,0.01672739606,0.01636215008,0.01618387526,0.01616648259,0.01610995643,0.0160882156,0.01900148707,0.01904062057,0.01932325138,0.01994069101,0.02315833413,0.02724995869,0.02748475968,0.02774564966,0.02705863937,0.07137080293,0.02327138646,0.02277569549,0.0226713395,0.02337139428,0.01837535111,0.0131271143,0.01287926881,0.01270099399,0.01289666148,0.0130488473,0.006313537581,0.006243966919,0.006378760077,0.006191788923,0.006217877921,0.006130914593,0.006413545408,0.006100477429,0.006370063744,0.0496864972,0.003948135071,0.004052491065,0.004061187397,0.004139454392,0.004261203051,0.003948135071,0.00422641772,0.004148150725,0.004174239723,0.003995964902,61.67296571,61.49004826,15.80717336,15.33935332,18.11525796,24.47826087
36,plasturgy sector ,extrusion and printing company of plastic shrink films,flexography ,open,not operative,not operative,indoors,not operative,Hydrochromic solvent based flexo ink,1600L,yes ,"H319 - Causes serious eye irritation.
H335 - May cause respiratory irritation.
H336 - May cause drowsiness or dizziness.",-,56,23,77,"medium hazard du to the solvent classified H319 H335 and H336-
high exposure : open process without any protective equipment ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001470997495,0.001590267563,0.001558462211,0.001554486542,0.001566413549,0.01032083648,0.01028903113,0.01068659802,0.01040034986,0.01018168807,0.01010615036,0.01013795571,0.01020156641,0.01033276349,0.01024927444,0.01483322069,0.01472190196,0.01465033992,0.01475370731,0.01485309903,0.01736572178,0.01654673399,0.01706754661,0.01713910866,0.01962787739,0.02476046595,0.02481612531,0.02450999881,0.02434302071,0.02530115692,0.02595714229,0.02571860215,0.0255078917,0.02637458752,0.02617182841,0.0241402616,0.02391364847,0.02353198426,0.02060986761,0.02076889437,0.01532222796,0.01529837395,0.01518705522,0.01552101141,0.09527690534,0.01141414543,0.01131872938,0.01151353715,0.0114817318,0.01150161015,0.01135848607,0.01174015028,0.01160497754,0.01146582913,0.01174810162,0.006571780702,0.006722856121,0.006202043494,0.006623464398,0.005800500934,0.005180296585,0.005140539896,0.005188247923,0.005100783207,0.005367153023,0.003228243152,0.003351488888,0.003093070409,0.003041386713,0.003224267483,0.003355464557,0.002985727349,0.00312487576,0.003212340476,0.003101021747,58.91735379,58.42607957,13.67163487,15.85240267,9.570287352,21.36
37,printing sector ,a company of pre-printed paper supports transformation,stripping of ink-impregnated supports,dispersive,not operative,not operative,indoors,not operative,Solvent ,,Yes ,"H319 Causes serious eye irritation
H336 May cause drowsiness or dizziness",-,56,20,80,"medium danger : simple irritant + reversible effect on the nervous system
high exposure : Dispersive process without collection system +  volatile product",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004976379214,0.005024421491,0.004996396829,0.004960365121,0.004944351029,0.00492032989,0.004756185443,0.005040435583,0.004996396829,0.005068460245,0.004756185443,0.004988389783,0.00493234046,0.005060453199,0.004832252382,0.005072463768,0.004928336937,0.005052446153,0.004892305229,0.00463607975,0.0165865962,0.01613019457,0.01607814877,0.01608615582,0.01654656097,0.01611017696,0.01663063496,0.01654656097,0.0164825046,0.05634558411,0.01359996797,0.01340779886,0.01401233085,0.01376411242,0.0140043238,0.0137961406,0.0163263672,0.01621827208,0.01641844823,0.01610216991,0.01722315638,0.01721915285,0.01816398431,0.01938906237,0.01960525262,0.02186323965,0.02204339819,0.02193930659,0.02162703179,0.02160301065,0.01442869725,0.01497717992,0.05226199055,0.01165425575,0.0122707983,0.01022900152,0.0107975018,0.01080550885,0.01057330451,0.01077348066,0.01442069021,0.01460885579,0.01373608776,0.01260309072,0.01285130915,0.012911362,0.0126871647,0.01264312595,0.01214668909,0.01264312595,0.005873168388,0.006025302266,0.005865161342,0.006045319881,0.005961245896,0.006021298743,0.006001281127,0.005861157819,0.005893186004,0.005725038033,61.58559532,61.60232266,17.07765792,18.59899104,10.87632291,18.84
38,printing sector ,a company of pre-printed paper supports transformation,application of a plastic film on a surface,open,not operative,not operative,indoors,not operative,Solvent based glue ,-,yes ,H336 - May cause drowsiness or dizziness,-,49,19,81,"medium danger : simple irritant + reversible effect on the nervous system
high exposure: volatile product in open process without protective equipment ",0,0,0,0,0,0,0,0,0,0,0.001208866618,0.001396380582,0.001392390923,0.001296639111,0.00130062877,0.001364463311,0.001416328876,0.001396380582,0.001320577064,0.001408349558,0.006750502697,0.006750502697,0.006798378603,0.006634802592,0.006838275191,0.006758482015,0.006678688839,0.006531071463,0.006443298969,0.006778430309,0.007795793304,0.008286521337,0.007935431362,0.007787813986,0.008102997032,0.008390252466,0.008326417925,0.007967348632,0.007987296926,0.008091028055,0.02250167566,0.02165586799,0.02545801283,0.0253542817,0.0247438639,0.02564552679,0.0242212186,0.02515878842,0.02539417829,0.06517506623,0.02736506974,0.02683843478,0.02708180396,0.02670677604,0.02371054227,0.02471593629,0.02511091251,0.02576521656,0.02475583288,0.02551386805,0.01006590916,0.009367718873,0.009822539976,0.009367718873,0.009762695094,0.009583160448,0.009694870895,0.049391976,0.009307873991,0.009479429319,0.0121445214,0.01220436628,0.01273898056,0.01196897641,0.01230011809,0.01080399604,0.01078005809,0.01058456481,0.01070824423,0.009367718873,0.005378060068,0.005374070409,0.005362101433,0.005326194504,0.005374070409,0.004053493345,0.003949762216,0.003889917334,0.003933803581,0.003905875969,0,0,0,0,0,0,0,0,0,0,52.74711947,51.67986999,14.42151171,15.36003283,8.64370291,19.08
39,Label manufacturing sector ,production and control of adhesive labels,Engraving ,Open,not operative,operative,indoors,not operative,Solvent ,,yes ,"H319 Causes serious eye irritation
H336 May cause drowsiness or dizziness",-,51,20,80,"medium exposure : volatil product , open process and use of ventilation
",0,0,0,0,0,0,0,0,0,0,0.002164078789,0.002105815129,0.002139108649,0.002159917099,0.002305576248,0.002230665829,0.00201841964,0.00205171316,0.002180725549,0.04362283436,0.007724096601,0.007449425063,0.007599245902,0.007774036881,0.007270472393,0.007445263373,0.007137298314,0.007357867883,0.007595084212,0.00794466617,0.01533998926,0.01504867096,0.01545235489,0.01522346194,0.01532750419,0.02209025041,0.02248977265,0.02190713605,0.02279773771,0.02220677773,0.01381681073,0.01404570368,0.01388339777,0.01417055438,0.01382097242,0.01385426594,0.01355878595,0.01379600228,0.0135379775,0.01412477579,0.0168215509,0.01685900611,0.01637625007,0.0162389143,0.0170254737,0.0166134664,0.01786613508,0.0188150004,0.01883580885,0.01861107759,0.01703795877,0.01650942415,0.0164469988,0.01685900611,0.01646364556,0.01431205184,0.01451597465,0.01407067382,0.01450765127,0.01424130311,0.007503527032,0.007145621694,0.04895395922,0.007120651554,0.04896644429,0.005605796402,0.004611152497,0.003429232543,0.003383453953,0.003350160433,0.004373936168,0.004353127718,0.004548727147,0.004582020667,0.004636122637,0.004482140107,0.004469655038,0.004477978417,0.004619475877,0.004486301797,0.0020350664,0.0020766833,0.002118300199,0.0020350664,0.002172402169,0.002126623579,0.00202674302,0.002159917099,0.002143270339,0.002209857379,51.22173484,49.94551181,18.28648133,19.21417168,11.08482133,18.95833333
40,building and construction sector ,pavement construction and maintenance company ,truck driving,enclosed but regularly open ,not operative,not operative,outdoors,not operative,-,-,-,-,"asphalt, coal tar, heavy petroleum hydrocarbons and toxic gas ",55,25,75,"high hazard due to bitumen fumes classified as carcinogenic 2B by the IARC
low exposure with enclosed process ,outdoors; but uncertainty due to lack of the task description",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04168125511,0.005451908168,0.006669000817,0.008878107338,0.008427949782,0.008619683556,0.008578002301,0.008711382317,0.008490471665,0.008961469848,0.008807249204,0.01678920956,0.01700595208,0.01690591707,0.01727271212,0.0165349539,0.01369646043,0.01371730106,0.01421330799,0.01392987546,0.05558612181,0.01399239734,0.01401323797,0.01379649544,0.01394654796,0.01358392104,0.02243701962,0.02162840327,0.02219526834,0.02222861335,0.02222861335,0.009624201804,0.01108304573,0.01104136448,0.0109955151,0.01092048884,0.01118724887,0.01114973574,0.01132062889,0.01136647827,0.01110388636,0.02043215125,0.02005701996,0.01960269428,0.02051134564,0.02031544374,0.01852314977,0.0183480885,0.01831474349,0.01813134597,0.01859817603,0.01247936778,0.01286283533,0.01307540973,0.01300871972,0.01281281782,0.01288367595,0.01272945531,0.01282949032,0.01271695093,0.01273779156,0.008440454159,0.006973273979,0.006902415846,0.006873238967,0.007089981494,0.007039963987,0.006773203955,0.006831557712,0.006773203955,0.006560629554,61.70988596,61.35163873,17.16213722,16.14122995,10.94111052,22.22916667
41,printing sector ,a company of pre-printed paper supports transformation,Solvant dumping ,enclosed,not operative,not operative,outdoors,not operative,solvent,-,Yes ,"H319 Causes serious eye irritation
H336 May cause drowsiness or dizziness.
",-,22,16,84, very low exposure ( enclosed process),0.01231458275,0.01266070885,0.01232709333,0.01233960391,0.05411243677,0.01516699542,0.01837804476,0.01779004742,0.01850732078,0.01825710914,0.01944978461,0.01937889131,0.01921208355,0.01347806686,0.01383670355,0.01935387015,0.01928297685,0.0195248481,0.01955403946,0.01988348478,0.01899106327,0.0195915712,0.01929965763,0.0191828922,0.02264832337,0.02563418225,0.02533809847,0.02540065138,0.02536311964,0.02610124397,0.01502520882,0.0119350951,0.008749066919,0.008853321768,0.008899193902,0.009228639224,0.009061831466,0.05086802587,0.009161916121,0.008832470798,0.005563038737,0.005425422336,0.00569231475,0.005483805052,0.005621421452,0.005479634858,0.005496315634,0.005930015805,0.00560891087,0.005321167487,0.004703978782,0.004983381777,0.00618856783,0.006530523735,0.006063462012,0.006246950546,0.006322014037,0.006042611042,0.006347035201,0.006563885286,0.004516320054,0.005004232747,0.004766531691,0.004824914407,0.004945850031,0.00489163751,0.004916658674,0.004799893243,0.004879126928,0.004849935571,0.004874956734,0.005146019341,0.004795723049,0.00491248848,0.00489163751,0.004774872079,0.004678957618,0.004804063437,0.004837424989,0.004566362382,0.003231900316,0.003899131349,0.002014203681,0.002101777754,0.002085096978,0.00205590562,0.002068416202,0.002085096978,0.001980842129,0.002139309499,0.002030884456,0.00221437299,0.002039224844,0.001947480577,0.002331138421,0.002122628723,0.002155990275,0.002080926784,0.002143479693,0.002005863293,30.60752637,27.86590506,22.95377093,21.21908351,8.967586074,16.18
42,building and construction sector ,construction company ,loading of demolition debris ,Open ,not operative,not operative,outdoors,not operative,-,-,-,-,silica mineral dust ,65,25,75,high hazard du to silica and high exposure : no protective equipement ,0,0,0,0,0,0,0,0,0,0,0.001286562833,0.001306602753,0.00133465864,0.001418826302,0.001374738479,0.005543041739,0.005186331172,0.005226411011,0.005222403027,0.005334626576,0.005378714399,0.005126211413,0.005370698431,0.005466890045,0.00526649085,0.001390770415,0.001310610737,0.00131461872,0.001230451059,0.001366722511,0.00449695794,0.004729421007,0.004793548749,0.004693349152,0.004705373103,0.004621205441,0.00475346891,0.004673309232,0.005891736339,0.006973891993,0.007971879985,0.008176287164,0.007831600548,0.008284502729,0.008444822086,0.008052039663,0.007879696355,0.007747432886,0.007931800146,0.08799929459,0.01431251052,0.01435659834,0.013943776,0.01458104544,0.01503394762,0.01190371219,0.01219228704,0.01197986389,0.01228046268,0.01228847865,0.01041675017,0.009939800082,0.0101842871,0.009995911856,0.01012817533,0.009959840001,0.0101842871,0.0105089338,0.01025643081,0.01012817533,0.01410409536,0.01454898157,0.01420429496,0.0162844386,0.0165329336,0.01665317312,0.01669726094,0.01632051046,0.01664916514,0.01652090965,0.02201986357,0.0223364943,0.02242466994,0.02177136857,0.02149882566,0.02498977964,0.02514609101,0.02530641037,0.02547474569,0.02475330859,0.01362714527,0.01329047463,0.01362714527,0.01140672219,0.01197184792,0.005855664484,0.005939832146,0.006236422955,0.006120191421,0.006003959888,64.90563603,64.85842743,20.0157538,19.0879034,9.717118915,20.26
43,building and construction sector ,demolition company  ,unloading of demolition debris ,open ,not operative,not operative,outdoors,not operative,-,-,-,-,silica mineral dust ,66,19,81,"high hazard du to silica dust which is carcinogen  
high exposure : open process, no protective equipment  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004086166382,0.003985916961,0.004054086567,0.004066116498,0.003993936915,0.003833537842,0.004174385872,0.003853587726,0.004142306057,0.003805468004,0,0,0,0,0,0.00325610118,0.00343254016,0.003352340623,0.00334432067,0.003480659882,0.003492689812,0.003332290739,0.003392440392,0.004475134134,0.005630007459,0.007065579161,0.00711770886,0.007209938327,0.007017459439,0.007109688906,0.007161818605,0.007177858512,0.007165828582,0.007121718836,0.08719293602,0.01753161867,0.0171105711,0.01740329941,0.01715468085,0.01783236693,0.01541034093,0.01516573234,0.01489706389,0.01533415137,0.01545846065,0.01018935111,0.009920682658,0.01006504182,0.01028559055,0.01023346085,0.01030564043,0.009964792403,0.01034173022,0.01015727129,0.01008509171,0.01412313837,0.01429155739,0.01425145763,0.01689804233,0.01656521425,0.01680180289,0.01673363328,0.01609203699,0.01634466553,0.01625243606,0.02302929689,0.02287290779,0.02266839898,0.02312152636,0.02318167601,0.02581623078,0.02575207115,0.02583628067,0.0262452983,0.02636559761,0.01466849522,0.01452814603,0.01412714835,0.01268756667,0.01270360657,0.007001419532,0.00702948937,0.006768840876,0.00677686083,0.007093648999,66.82655246,67.0750121,18.5221597,17.16269277,9.70558602,19.46
44,Automotive  sector,"Heavy vehicle dealership : sale, rental and maintenance of new and used vehicles ",Storage ,Enclosed,not operative,not operative,indoors,not operative,Cleaning solvents ,None,-,"H350 : May cause cancer
H372 :  Causes damage to organs through prolonged or repeated exposure ",Asbestos dust,35,19,81,high hazard due to asbestos dust which is carcinogenic but the exposure is low with the enclosed process ,0.002367963278,0.002194919808,0.00229510287,0.006798786874,0.006338855545,0.006748695343,0.006848878405,0.006953615242,0.006885308609,0.05256878478,0.01762311132,0.01781892367,0.01921693276,0.01491361488,0.0144627911,0.01462217324,0.01474057141,0.01437171559,0.01434439294,0.01456297416,0.0125638667,0.01227242507,0.01225420997,0.01237260813,0.01210848915,0.01224965619,0.01216313445,0.01254109782,0.01219501088,0.01202196741,0.01182615507,0.01210848915,0.01191723058,0.01211304292,0.01214947313,0.01192633813,0.01248645252,0.01231340905,0.01229064017,0.01218134956,0.003711327061,0.003802402572,0.003765972368,0.003547391142,0.003524622264,0.003898031858,0.003688558184,0.003734095939,0.004020983798,0.04927640507,0.004740480332,0.005013706864,0.00476324921,0.004690388801,0.004877093598,0.01420777967,0.01368409548,0.01372052569,0.0134199765,0.01387535406,0.008319747903,0.009421761583,0.009371670052,0.009125766173,0.009398992705,0.009194072806,0.009385331378,0.009480960664,0.009608466379,0.009207734132,0.008401715863,0.008278763923,0.00880244811,0.008652173517,0.008265102597,0.008301532801,0.008365285658,0.008406269638,0.008579313108,0.00833340923,0.003816063899,0.003911693185,0.003966338491,0.003870709205,0.003925354511,0.003779633694,0.003920800736,0.004025537573,0.003793295021,0.004093844206,0.006229564932,0.006115720544,0.006152150748,0.006311532892,0.006083844115,0.006165812075,0.00621134983,0.006174919626,0.006015537482,0.05184018069,45.11767867,43.08403978,27.42206274,27.34279136,20.94014492,23.31818182
45,Maintenance and control sector,equipement maintenance provider ,maintenance of fuel distribution equipment,enclosed but regularly open ,not operative,not operative,outdoors,not operative,-,-,-,-,fuel vapors and mists ,48,22,78,"High hazard : fuel neurotoxic
low exposure : outdoors work, few exposure with low volatile diesel",0,0,0,0,0,0,0,0,0.003517388639,0.04326227781,0.003305063357,0.003148823998,0.003457296578,0.003180873098,0.003417235204,0.003277020395,0.003353137006,0.003521394777,0.00330105722,0.003421241342,0.001922945953,0.001971019602,0.002099215999,0.001858847755,0.001826798656,0.008605183141,0.008649250652,0.008476986744,0.00832875966,0.008809496148,0.01622886262,0.01707415761,0.01856444072,0.01823593746,0.01868061871,0.01492286182,0.01523934668,0.0149949723,0.015423629,0.01465445062,0.01376508811,0.01381316176,0.01584026729,0.01774318256,0.01785134827,0.01906120176,0.01957398735,0.01921343498,0.01958199962,0.01934163138,0.01330838845,0.01348065236,0.01131733816,0.009089925766,0.009290232636,0.0169659919,0.01741467929,0.01747477135,0.01722639083,0.01736660564,0.0097469323,0.009610723629,0.01139345477,0.01091672442,0.01104091468,0.00862120769,0.009121974865,0.009226134438,0.008925674133,0.008841545247,0.01540760445,0.01549974561,0.01529142647,0.01503903981,0.01576014454,0.01521931599,0.01541561672,0.01513518711,0.01525937737,0.01529142647,0.01106094537,0.01130131361,0.01126525838,0.01123721541,0.01114908039,0.01108097606,0.01160177392,0.01115709267,0.01145354683,0.01133336271,0.004122315387,0.004146352212,0.00276022867,0.002640044548,0.002704142747,8.49E-04,9.57E-04,0.001057620274,9.65E-04,9.41E-04,52.81157133,52.13000573,21.09690973,19.9239775,8.480188677,19.42
47, manufacture of composite parts sector,Company of manufacture of composite parts,demoulding ,open,not operative,not operative,indoors,Nitrile gloves + face mask with cartridge,Mold release solvent  ,10L,Yes ,H319 Causes serious eye irritation,-,34,17,83,medium hazard and medium exposure ( open process and medium amount),0,0,0,0,0,0,0,0,0,0,0.006935775985,0.006808680614,0.006490942185,0.007044714875,0.006745132928,0.006667967881,0.006636194038,0.006772367651,0.006817758855,0.006958471587,0.01444348114,0.01477937605,0.01411666447,0.01424375984,0.05965765954,0.01687644968,0.02029440735,0.0201945467,0.01967708697,0.0654087251,0.02358980877,0.02339462659,0.02342640043,0.02327207034,0.02315859233,0.02017639022,0.02038518976,0.02005383397,0.02058491106,0.01637714644,0.02459295438,0.02521935299,0.02482444952,0.02486076248,0.02480629304,0.01077133273,0.01050806375,0.01101644523,0.01063969824,0.0104762899,0.00887851952,0.009477683415,0.008996536651,0.008842206557,0.00898291929,0.0093188142,0.009196257949,0.009069162578,0.009355127163,0.009273422996,0.008960223688,0.008937528086,0.00886944128,0.009100936421,0.009341509802,0.006009795422,0.00610057783,0.005669361391,0.006046108385,0.006050647506,0.006890384781,0.006776906771,0.00687676742,0.006513637787,0.006835915336,0.006736054687,0.006772367651,0.00665888964,0.007112801681,0.006681585242,0.004520963928,0.004371172954,0.004865937079,0.004298547028,0.004575433373,0.00466167666,0.004675294022,0.004516424807,0.004634441938,0.004843241477,0,0,0,0,0,0,0,0,0,0,41.39781305,39.79911702,17.93187579,17.37126385,7.086974433,16.04545455
48,Automotive  sector,a manufacturer of scooter accessories.,thermoforming ,open,not operative,not operative,indoors,not operative,-,-,-,-,Styrene fumes,67,22,78,"High hazard du to the styrene fumes 
high exposure : open process without protective equipment 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005409077081,0.005396575362,0.005709118337,0.005609104585,0.005871640684,0.005500756354,0.005609104585,0.005434080519,0.005459083957,0.005717452816,0.001283509816,0.001412694245,0.001512707997,0.001250171899,0.00136268737,0.003362962407,0.003371296887,0.00345880892,0.003462976159,0.003408802044,0.007784403689,0.007763567491,0.01008055274,0.009768009768,0.01025974405,0.01118903849,0.01130988844,0.01098067651,0.0110640213,0.01121404193,0.01629807432,0.01580634004,0.01589801931,0.01657311214,0.01661478453,0.0168106448,0.01663562073,0.01707734814,0.01683564823,0.01669812933,0.0181983356,0.01916513521,0.01872757504,0.01834418899,0.01862339405,0.01594385895,0.01576466764,0.01605220718,0.01571049353,0.05752874354,0.02104039305,0.02061950185,0.06238774498,0.02146128426,0.02115290852,0.02215304604,0.02284064059,0.02256977001,0.02246558902,0.02246558902,0.01411444074,0.01413944417,0.01448949231,0.01446032163,0.01407276834,0.0135643651,0.014310301,0.01421028725,0.01445615439,0.01492288523,0.003863031167,0.003717177779,0.00382552601,0.003913038043,0.003713010539,0.003833860489,0.003779686374,0.003658836423,0.003692174341,0.003783853613,64.59232728,64.88645457,15.64813565,16.13270378,10.38929738,20.75
49,textile industries sector ,textile industry ,dying of fabrics using an industrial dyeing machine ,open ,not operative,operative,indoors,not operative,dye,-,yes ,None ,-,31,17,83,high exposure but very low hazard,0.002340331562,0.002003396668,0.002226502206,0.002308459342,0.002135438721,0.002267480774,0.002303906168,0.002326672039,0.002308459342,0.002272033948,0.0149389647,0.01521670833,0.01510287897,0.01502547501,0.01528045277,0.01701065898,0.01747052958,0.01719733912,0.01676478757,0.01768908194,0.01847678109,0.01851775966,0.01663729869,0.01482513534,0.01472951868,0.01747508275,0.01693325502,0.01684674471,0.01737491292,0.01710627564,0.02159570545,0.02165489671,0.02141357848,0.02160936497,0.02180515146,0.01964694687,0.01900039613,0.01898218343,0.01935099054,0.01933277785,0.01262139901,0.01313135452,0.01367318226,0.01331803467,0.01327250293,0.01076370392,0.01074549122,0.01085021423,0.0108911928,0.01374603305,0.009024391354,0.008892349301,0.008623712021,0.008883242953,0.0084506914,0.008441585051,0.008614605672,0.008701115983,0.008637371544,0.05428294335,0.007758608914,0.007444439891,0.007307844664,0.007508184331,0.007599247816,0.007617460513,0.007890650967,0.007544609725,0.007808693831,0.00489010914,0.00455772742,0.004507642503,0.004689769473,0.004475770283,0.0499437683,0.004389259973,0.00449398298,0.004689769473,0.004626025033,0.004507642503,0.002258374426,0.002317565691,0.00204892841,0.00238131013,0.002376756956,0.002326672039,0.002121779198,0.002344884736,0.002203736335,0.002299352994,0,0,0,0,0,0,0,0,0,0,39.90244824,38.32603597,19.76600264,20.226621,9.167997023,16.93181818
51,plasturgy sector ,manufacture of sanitary plastics ,polishing ,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,dust ,57,25,75,"hazard of pulmonary overload due to dust 
high exposure: dispersive process without protective equipment ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.78E-04,8.06E-04,9.31E-04,8.58E-04,0.002105769809,0.002161923671,0.002214066542,0.002218077532,0.002153901691,0.004656759521,0.004781100215,0.004724946353,0.004837254076,0.04453001223,0.01846659848,0.01779275214,0.01839440066,0.0179291258,0.0176082466,0.01868319195,0.01870725789,0.01922066462,0.01916852175,0.01851473036,0.01505324589,0.01526181738,0.01504522391,0.01491286124,0.01548643283,0.0147684656,0.01494093817,0.01514148768,0.01514148768,0.05544792732,0.01407456431,0.01390209173,0.0140384654,0.01383791589,0.01376571807,0.01365742133,0.01642099352,0.015414235,0.01551852075,0.01589956481,0.01188055271,0.0118845637,0.01192066262,0.01172011311,0.01093797004,0.01529791629,0.01460802599,0.015009125,0.01505324589,0.01514950966,0.01654533422,0.01681407055,0.01669374085,0.0164691254,0.01637687263,0.01182038786,0.009642420231,0.009550167459,0.009510057558,0.009790826866,0.008788079337,0.008655716664,0.008587529832,0.008451156168,0.008623628743,0.008419068247,0.008575496861,0.008772035377,0.008639672703,0.009004672803,0.004576539719,0.004700880412,0.004893407938,0.004712913383,0.004524396847,0.004652748531,0.004757034274,0.004656759521,0.004464231996,0.004797144175,55.37984076,54.95281027,17.922232,16.2881324,11.54996104,21.72
