move_id,year,month,origin,origin_lat,origin_lon,destination,dest_lat,dest_lon,students_moved
MOV007217,2024,10,Pilsen,41.849734,-87.667448,South Shore,41.769793,-87.570683,238
MOV007218,2021,7,Austin,41.878457,-87.759298,South Shore,41.765584,-87.562379,205
MOV007219,2024,11,Lakeview,41.925581,-87.669335,Loop,41.868638,-87.63617,383
MOV007220,2023,9,South Shore,41.749079,-87.57928,Rogers Park,41.991116,-87.66845,107
MOV007221,2024,8,Lakeview,41.947957,-87.670092,Austin,41.880972,-87.776563,274
MOV007222,2022,11,South Shore,41.769909,-87.590359,Rogers Park,42.000875,-87.662272,211
MOV007223,2023,10,Rogers Park,42.009994,-87.676196,Loop,41.883536,-87.647512,109
MOV007224,2022,11,Austin,41.890837,-87.782805,Loop,41.880851,-87.61248,113
MOV007225,2025,11,Hyde Park,41.797371,-87.587719,Austin,41.902598,-87.777463,359
MOV007226,2025,7,Rogers Park,42.006176,-87.666212,Hyde Park,41.813036,-87.591918,210
MOV007227,2022,5,South Shore,41.747994,-87.584937,Austin,41.902741,-87.772859,165
MOV007228,2023,2,Lakeview,41.941837,-87.634294,Loop,41.867382,-87.633366,286
MOV007229,2025,9,South Shore,41.778583,-87.59316,Pilsen,41.855798,-87.666583,351
MOV007230,2023,3,Rogers Park,42.014108,-87.674913,Pilsen,41.859421,-87.656444,114
MOV007231,2022,4,Loop,41.879848,-87.61393,Austin,41.88104,-87.776828,320
MOV007232,2023,1,Austin,41.88768,-87.779009,Loop,41.864768,-87.63969,80
MOV007233,2021,7,Loop,41.877249,-87.628886,Rogers Park,42.010991,-87.676489,57
MOV007234,2024,3,Austin,41.87014,-87.778254,Pilsen,41.870068,-87.64532,122
MOV007235,2025,7,Loop,41.886696,-87.621303,Lakeview,41.947554,-87.658032,171
MOV007236,2024,9,South Shore,41.775057,-87.591323,Austin,41.887976,-87.769248,321
MOV007237,2022,7,Lakeview,41.952233,-87.669338,South Shore,41.769491,-87.555772,143
MOV007238,2023,9,Austin,41.887891,-87.76023,Hyde Park,41.794124,-87.581665,37
MOV007239,2023,12,Hyde Park,41.785095,-87.580104,South Shore,41.749667,-87.580671,394
MOV007240,2023,8,Austin,41.902424,-87.774372,Pilsen,41.873399,-87.64097,240
MOV007241,2023,2,Hyde Park,41.811785,-87.582063,South Shore,41.777717,-87.574775,190
MOV007242,2024,10,Austin,41.886017,-87.764822,Englewood,41.763254,-87.660302,228
MOV007243,2022,1,Austin,41.907692,-87.754848,Loop,41.861899,-87.638193,272
MOV007244,2023,3,Lakeview,41.949246,-87.65712,South Shore,41.765291,-87.563525,33
MOV007245,2022,12,Hyde Park,41.795367,-87.595505,South Shore,41.776588,-87.571363,282
MOV007246,2025,9,South Shore,41.77669,-87.588418,Austin,41.869556,-87.774386,297
MOV007247,2025,9,Lakeview,41.934733,-87.642263,Pilsen,41.84652,-87.675778,364
MOV007248,2023,8,Hyde Park,41.790096,-87.603461,Austin,41.899639,-87.759449,44
MOV007249,2025,12,Loop,41.882706,-87.642084,Lakeview,41.930914,-87.64598,381
MOV007250,2025,1,Loop,41.871706,-87.632675,Pilsen,41.859534,-87.660386,237
MOV007251,2021,3,South Shore,41.754765,-87.578027,Austin,41.868495,-87.746235,262
MOV007252,2021,10,Lakeview,41.944146,-87.651072,Englewood,41.774015,-87.632185,349
MOV007253,2023,10,South Shore,41.750312,-87.558773,Pilsen,41.863377,-87.66629,245
MOV007254,2021,1,South Shore,41.748397,-87.578753,Englewood,41.778032,-87.624212,208
MOV007255,2024,5,Austin,41.88655,-87.771703,South Shore,41.764972,-87.559198,266
MOV007256,2025,6,Pilsen,41.87001,-87.666833,Hyde Park,41.799423,-87.607736,393
MOV007257,2024,11,Hyde Park,41.813201,-87.588238,Loop,41.863761,-87.612484,122
MOV007258,2022,11,Englewood,41.760254,-87.644336,Lakeview,41.946708,-87.662458,254
MOV007259,2021,8,Austin,41.89476,-87.781955,Hyde Park,41.813299,-87.5765,155
MOV007260,2023,7,Rogers Park,42.016783,-87.663176,Pilsen,41.853915,-87.671862,122
MOV007261,2024,10,Hyde Park,41.800587,-87.605273,Austin,41.895374,-87.781596,91
MOV007262,2023,12,Lakeview,41.928328,-87.648033,Englewood,41.786834,-87.63659,130
MOV007263,2022,12,South Shore,41.755679,-87.574921,Lakeview,41.933999,-87.636346,233
MOV007264,2021,1,Rogers Park,42.005832,-87.682461,Austin,41.87229,-87.753708,330
MOV007265,2022,6,Rogers Park,41.999741,-87.666288,Loop,41.869363,-87.612304,145
MOV007266,2023,11,Loop,41.863656,-87.635815,Englewood,41.787488,-87.643916,78
MOV007267,2022,3,Austin,41.87245,-87.755876,Englewood,41.784731,-87.660565,341
MOV007268,2023,3,Englewood,41.778336,-87.655277,Hyde Park,41.798823,-87.609432,107
MOV007269,2021,2,Hyde Park,41.783291,-87.595373,South Shore,41.744997,-87.580349,41
MOV007270,2022,2,Rogers Park,42.004899,-87.683861,Austin,41.897405,-87.747373,53
MOV007271,2024,9,Hyde Park,41.796904,-87.607507,Pilsen,41.842325,-87.638348,102
MOV007272,2022,3,Pilsen,41.845809,-87.64841,Loop,41.897111,-87.634026,360
MOV007273,2022,5,South Shore,41.775013,-87.566354,Rogers Park,42.019905,-87.669607,276
MOV007274,2025,8,Lakeview,41.930729,-87.639281,Hyde Park,41.795786,-87.607623,269
MOV007275,2021,9,Hyde Park,41.806735,-87.606878,Austin,41.886379,-87.750885,126
MOV007276,2024,6,Lakeview,41.92414,-87.649179,Loop,41.89749,-87.626445,198
MOV007277,2025,6,Englewood,41.756441,-87.63876,Austin,41.87473,-87.758986,176
MOV007278,2021,12,South Shore,41.752559,-87.576229,Lakeview,41.955927,-87.652161,258
MOV007279,2025,12,Lakeview,41.922548,-87.672669,Austin,41.888683,-87.761425,41
MOV007280,2022,10,South Shore,41.758425,-87.554859,Hyde Park,41.798272,-87.595291,288
MOV007281,2022,2,Austin,41.885208,-87.750643,Pilsen,41.845177,-87.651786,28
MOV007282,2023,3,Loop,41.89516,-87.611967,Austin,41.897815,-87.754759,237
MOV007283,2021,1,Hyde Park,41.777908,-87.600275,South Shore,41.770125,-87.590712,386
MOV007284,2022,12,Hyde Park,41.784566,-87.605187,Englewood,41.755533,-87.656648,116
MOV007285,2025,3,Englewood,41.785747,-87.644516,Lakeview,41.922673,-87.662881,230
MOV007286,2025,7,Austin,41.893244,-87.752434,Hyde Park,41.79496,-87.573302,291
MOV007287,2024,12,South Shore,41.777286,-87.556033,Hyde Park,41.798676,-87.592322,394
MOV007288,2023,4,South Shore,41.773111,-87.586242,Englewood,41.758035,-87.655793,61
MOV007289,2021,5,Lakeview,41.941753,-87.653677,South Shore,41.75091,-87.575099,388
MOV007290,2025,5,Rogers Park,42.020803,-87.65745,Lakeview,41.936897,-87.669149,148
MOV007291,2024,12,South Shore,41.758635,-87.586367,Loop,41.87442,-87.643709,110
MOV007292,2024,5,South Shore,41.753724,-87.57945,Rogers Park,42.025812,-87.676255,295
MOV007293,2023,7,Austin,41.87569,-87.75454,Hyde Park,41.775159,-87.597783,146
MOV007294,2024,4,Lakeview,41.926904,-87.651025,Austin,41.896355,-87.775965,309
MOV007295,2024,4,Rogers Park,42.016745,-87.666302,Austin,41.880885,-87.748569,381
MOV007296,2023,4,South Shore,41.759133,-87.578282,Loop,41.883558,-87.613512,327
MOV007297,2021,8,Rogers Park,42.018944,-87.667157,Hyde Park,41.810328,-87.590368,140
MOV007298,2021,7,Lakeview,41.958626,-87.642248,Hyde Park,41.790999,-87.593115,146
MOV007299,2023,1,Hyde Park,41.807527,-87.579876,Lakeview,41.940223,-87.637728,196
MOV007300,2025,4,Lakeview,41.928632,-87.647036,Austin,41.899069,-87.752494,26
MOV007301,2023,8,Hyde Park,41.777911,-87.593331,Rogers Park,41.998559,-87.675526,296
MOV007302,2021,12,Austin,41.889778,-87.767605,Pilsen,41.861584,-87.659642,152
MOV007303,2024,4,Englewood,41.789058,-87.626652,Lakeview,41.935828,-87.655724,303
MOV007304,2023,8,Austin,41.886217,-87.765987,Englewood,41.77019,-87.625636,337
MOV007305,2022,3,Pilsen,41.846953,-87.666594,Lakeview,41.944908,-87.660441,178
MOV007306,2022,3,Austin,41.878991,-87.77359,Lakeview,41.939815,-87.639637,90
MOV007307,2023,9,Rogers Park,42.015892,-87.662042,Hyde Park,41.814212,-87.574559,201
MOV007308,2025,4,South Shore,41.762143,-87.588135,Austin,41.900142,-87.75255,124
MOV007309,2023,6,Rogers Park,41.99754,-87.675669,Lakeview,41.934362,-87.634519,41
MOV007310,2022,6,South Shore,41.773374,-87.563894,Rogers Park,42.021052,-87.659597,309
MOV007311,2023,3,Lakeview,41.943491,-87.6578,Rogers Park,42.010213,-87.663003,383
MOV007312,2021,1,South Shore,41.774598,-87.582737,Pilsen,41.868872,-87.64994,108
MOV007313,2022,2,Rogers Park,41.993147,-87.683915,Hyde Park,41.793883,-87.610231,288
MOV007314,2022,12,Loop,41.886946,-87.615441,Hyde Park,41.780844,-87.589176,93
MOV007315,2024,12,Englewood,41.768404,-87.648452,Lakeview,41.93523,-87.649922,39
MOV007316,2025,3,Rogers Park,42.006613,-87.659746,Loop,41.87192,-87.633362,219
MOV007317,2022,1,Rogers Park,42.017723,-87.659213,Loop,41.878355,-87.617424,359
MOV007318,2025,3,Lakeview,41.959454,-87.643948,Loop,41.863438,-87.628357,140
MOV007319,2022,6,Englewood,41.788968,-87.636471,Loop,41.892108,-87.644761,21
MOV007320,2022,11,Rogers Park,42.027433,-87.677608,Englewood,41.785477,-87.633748,257
MOV007321,2023,9,Pilsen,41.837198,-87.663371,Englewood,41.780349,-87.639642,45
MOV007322,2024,7,Loop,41.893957,-87.628527,Austin,41.870076,-87.783022,396
MOV007323,2022,5,Lakeview,41.922554,-87.635316,Rogers Park,42.019468,-87.689537,310
MOV007324,2021,2,Pilsen,41.864666,-87.674378,Loop,41.887571,-87.611191,224
MOV007325,2025,1,South Shore,41.750158,-87.573051,Austin,41.889514,-87.78339,29
MOV007326,2023,7,Hyde Park,41.783088,-87.603509,Loop,41.860692,-87.610529,357
MOV007327,2021,4,Lakeview,41.938613,-87.672342,Hyde Park,41.779591,-87.596004,260
MOV007328,2024,5,South Shore,41.757905,-87.581509,Rogers Park,41.996113,-87.684443,395
MOV007329,2022,1,Hyde Park,41.802715,-87.575461,Austin,41.902096,-87.781372,58
MOV007330,2024,12,Loop,41.879223,-87.639514,Pilsen,41.860568,-87.660692,213
MOV007331,2025,5,Rogers Park,41.998777,-87.681944,Englewood,41.791448,-87.647835,376
MOV007332,2021,5,Austin,41.89385,-87.771715,Hyde Park,41.795481,-87.601614,384
MOV007333,2022,3,Pilsen,41.875769,-87.644933,Austin,41.892158,-87.753539,228
MOV007334,2022,8,Loop,41.885155,-87.646958,Lakeview,41.957809,-87.635931,147
MOV007335,2024,7,Hyde Park,41.810074,-87.583577,Lakeview,41.922186,-87.653018,36
MOV007336,2021,8,Austin,41.900259,-87.779245,South Shore,41.768884,-87.57566,87
MOV007337,2024,11,Austin,41.901591,-87.749132,Englewood,41.768234,-87.639198,58
MOV007338,2023,7,Englewood,41.784781,-87.658048,Pilsen,41.855013,-87.642595,124
MOV007339,2025,1,Rogers Park,42.002934,-87.684376,Pilsen,41.872092,-87.637585,382
MOV007340,2023,8,Englewood,41.795094,-87.65852,Lakeview,41.94292,-87.659841,86
MOV007341,2021,6,Hyde Park,41.785615,-87.609786,Rogers Park,42.004552,-87.68681,36
MOV007342,2022,6,Rogers Park,41.991848,-87.668262,Loop,41.894575,-87.633375,73
MOV007343,2021,7,Austin,41.902564,-87.747585,Lakeview,41.921938,-87.642828,111
MOV007344,2022,7,South Shore,41.75466,-87.590133,Pilsen,41.850764,-87.672792,91
MOV007345,2022,7,Englewood,41.781331,-87.621993,Rogers Park,42.012243,-87.679006,106
MOV007346,2021,7,Englewood,41.758397,-87.660962,Austin,41.901503,-87.754672,52
MOV007347,2024,5,Lakeview,41.956134,-87.650435,Loop,41.858465,-87.641568,79
MOV007348,2023,1,Pilsen,41.839531,-87.651605,Rogers Park,42.023323,-87.653686,363
MOV007349,2023,4,Rogers Park,42.026626,-87.678464,Lakeview,41.936724,-87.665465,281
MOV007350,2022,5,Austin,41.896914,-87.746642,Loop,41.882256,-87.63847,375
MOV007351,2025,10,Austin,41.879731,-87.759378,Pilsen,41.843589,-87.675768,103
MOV007352,2022,2,Austin,41.882198,-87.751299,Rogers Park,42.01952,-87.671068,164
MOV007353,2021,2,Rogers Park,42.028546,-87.65531,Lakeview,41.959823,-87.640685,400
MOV007354,2024,8,Pilsen,41.853096,-87.652477,Loop,41.890338,-87.628277,371
MOV007355,2024,3,Austin,41.905748,-87.763025,Lakeview,41.928684,-87.634746,54
MOV007356,2023,1,Rogers Park,42.024492,-87.68059,Englewood,41.768283,-87.657173,63
MOV007357,2022,4,South Shore,41.75745,-87.583187,Austin,41.869447,-87.772796,275
MOV007358,2025,8,Loop,41.890248,-87.644405,Pilsen,41.859529,-87.672153,263
MOV007359,2022,8,Rogers Park,42.024094,-87.669679,Hyde Park,41.774996,-87.609237,37
MOV007360,2024,3,Englewood,41.779568,-87.641245,Austin,41.899682,-87.755789,130
MOV007361,2024,1,Rogers Park,41.995601,-87.687598,Austin,41.904269,-87.763538,352
MOV007362,2024,7,Loop,41.895424,-87.620266,Lakeview,41.923332,-87.635772,203
MOV007363,2023,2,South Shore,41.74722,-87.574934,Lakeview,41.947741,-87.66677,70
MOV007364,2023,7,Austin,41.886217,-87.762829,South Shore,41.764541,-87.564419,378
MOV007365,2023,5,Englewood,41.795353,-87.659506,Austin,41.88657,-87.759133,369
MOV007366,2023,12,South Shore,41.766414,-87.583874,Loop,41.892169,-87.647057,278
MOV007367,2022,8,Englewood,41.772219,-87.652005,Austin,41.906875,-87.776654,163
MOV007368,2022,8,Englewood,41.778634,-87.643474,Lakeview,41.933967,-87.663639,212
MOV007369,2022,3,Pilsen,41.853888,-87.658271,Loop,41.86955,-87.632285,208
MOV007370,2023,4,Loop,41.867942,-87.63785,Hyde Park,41.785827,-87.595549,73
MOV007371,2025,2,Pilsen,41.872227,-87.673098,Hyde Park,41.781011,-87.603048,390
MOV007372,2025,11,Austin,41.899386,-87.776343,Lakeview,41.935603,-87.670169,52
MOV007373,2021,12,Loop,41.887695,-87.649566,Lakeview,41.955647,-87.63533,225
MOV007374,2022,1,Lakeview,41.928963,-87.635266,Loop,41.864601,-87.632487,141
MOV007375,2024,3,Loop,41.866125,-87.616353,Englewood,41.760537,-87.621895,49
MOV007376,2023,7,Englewood,41.789142,-87.645536,South Shore,41.74632,-87.583992,99
MOV007377,2021,1,Rogers Park,41.995799,-87.688815,Hyde Park,41.776579,-87.591308,374
MOV007378,2021,12,Lakeview,41.929192,-87.655587,South Shore,41.752502,-87.574516,312
MOV007379,2023,11,Austin,41.901789,-87.765633,Hyde Park,41.807598,-87.575122,61
MOV007380,2022,1,Hyde Park,41.807377,-87.572644,Lakeview,41.932937,-87.666166,213
MOV007381,2025,12,South Shore,41.763852,-87.558718,Hyde Park,41.790402,-87.604263,394
MOV007382,2025,9,Austin,41.889282,-87.76254,Lakeview,41.958818,-87.645743,301
MOV007383,2025,12,Lakeview,41.947605,-87.66129,Austin,41.875358,-87.752119,340
MOV007384,2025,10,Austin,41.889164,-87.775696,Hyde Park,41.813428,-87.575485,260
MOV007385,2023,1,Austin,41.906621,-87.770861,Rogers Park,42.016677,-87.681385,326
MOV007386,2024,11,Lakeview,41.921807,-87.668385,Pilsen,41.846695,-87.643726,363
MOV007387,2024,9,Loop,41.861562,-87.643264,Lakeview,41.955941,-87.637205,393
MOV007388,2021,9,Loop,41.858648,-87.622321,Lakeview,41.956435,-87.645834,38
MOV007389,2021,9,Lakeview,41.937203,-87.664933,Rogers Park,42.009573,-87.680402,218
MOV007390,2024,9,Englewood,41.788978,-87.658879,Pilsen,41.86329,-87.640474,275
MOV007391,2023,8,Englewood,41.794893,-87.628262,Austin,41.906902,-87.772791,173
MOV007392,2025,1,Loop,41.897504,-87.620652,Lakeview,41.928966,-87.653687,277
MOV007393,2025,7,South Shore,41.766884,-87.567782,Englewood,41.762614,-87.658665,274
MOV007394,2023,12,Loop,41.8955,-87.614487,Austin,41.884195,-87.782662,86
MOV007395,2024,7,South Shore,41.758437,-87.589301,Hyde Park,41.790592,-87.575246,400
MOV007396,2021,6,Pilsen,41.863696,-87.661478,Loop,41.867419,-87.627891,365
MOV007397,2025,9,South Shore,41.754927,-87.562598,Austin,41.879381,-87.754256,339
MOV007398,2023,9,Pilsen,41.849744,-87.658362,South Shore,41.75395,-87.573622,152
MOV007399,2021,12,Hyde Park,41.806879,-87.601061,Loop,41.893361,-87.625254,268
MOV007400,2024,8,Rogers Park,42.008284,-87.684421,Hyde Park,41.775903,-87.593833,385
MOV007401,2022,8,South Shore,41.762732,-87.592001,Hyde Park,41.788659,-87.604919,204
MOV007402,2022,10,South Shore,41.748339,-87.555299,Loop,41.862864,-87.632609,84
MOV007403,2024,1,Loop,41.894666,-87.615246,Englewood,41.762705,-87.635678,101
MOV007404,2023,11,Pilsen,41.840777,-87.669792,South Shore,41.760349,-87.59044,138
MOV007405,2022,1,Lakeview,41.923658,-87.637753,Rogers Park,41.992678,-87.658137,314
MOV007406,2025,10,Englewood,41.784737,-87.634262,Austin,41.887498,-87.778419,283
MOV007407,2024,12,Pilsen,41.84585,-87.666631,Hyde Park,41.814036,-87.608249,330
MOV007408,2025,11,Englewood,41.791748,-87.645264,Pilsen,41.855875,-87.641516,232
MOV007409,2025,12,Loop,41.878197,-87.618089,Austin,41.897053,-87.746894,275
MOV007410,2025,6,South Shore,41.749107,-87.572707,Loop,41.867431,-87.646372,20
MOV007411,2022,9,Englewood,41.792815,-87.635285,Austin,41.874015,-87.74781,247
MOV007412,2021,11,Hyde Park,41.794694,-87.59976,South Shore,41.773852,-87.577942,41
MOV007413,2021,12,Rogers Park,41.991408,-87.673797,Hyde Park,41.784847,-87.610054,356
MOV007414,2025,6,Englewood,41.763338,-87.653778,Hyde Park,41.792355,-87.570703,110
MOV007415,2025,12,Englewood,41.772954,-87.651113,South Shore,41.77746,-87.57606,138
MOV007416,2024,9,Austin,41.8716,-87.748871,South Shore,41.776204,-87.560066,363
MOV007417,2023,2,Hyde Park,41.781597,-87.574095,Lakeview,41.950503,-87.67005,159
MOV007418,2025,1,Englewood,41.773065,-87.629476,Rogers Park,41.994147,-87.689274,60
MOV007419,2023,1,South Shore,41.772358,-87.558271,Austin,41.876788,-87.782932,264
MOV007420,2022,6,Lakeview,41.92817,-87.652913,Englewood,41.779699,-87.62678,195
MOV007421,2025,11,South Shore,41.753093,-87.567224,Austin,41.883229,-87.75607,192
MOV007422,2022,4,South Shore,41.761999,-87.577431,Pilsen,41.844391,-87.643977,86
MOV007423,2021,11,Englewood,41.758641,-87.642581,Pilsen,41.87001,-87.639012,231
MOV007424,2022,7,Hyde Park,41.793344,-87.602538,South Shore,41.742014,-87.576465,138
MOV007425,2021,6,South Shore,41.751918,-87.566012,Englewood,41.779361,-87.647148,88
MOV007426,2024,1,Lakeview,41.926905,-87.660025,Englewood,41.765759,-87.647326,359
MOV007427,2024,10,Austin,41.88251,-87.771503,Loop,41.881384,-87.613796,282
MOV007428,2023,2,Lakeview,41.951111,-87.647169,Loop,41.859665,-87.630296,65
MOV007429,2025,3,Hyde Park,41.808542,-87.583406,Lakeview,41.924051,-87.635825,337
MOV007430,2023,3,Englewood,41.777352,-87.639118,South Shore,41.755956,-87.591782,31
MOV007431,2022,9,Englewood,41.766888,-87.646298,Rogers Park,41.990011,-87.656683,221
MOV007432,2021,8,Hyde Park,41.793586,-87.592524,Austin,41.895626,-87.778512,238
MOV007433,2021,9,Loop,41.88671,-87.638815,Englewood,41.774625,-87.627783,207
MOV007434,2022,9,Englewood,41.782011,-87.650529,South Shore,41.776818,-87.570952,110
MOV007435,2021,5,South Shore,41.752896,-87.554815,Englewood,41.76989,-87.659798,184
MOV007436,2022,1,Loop,41.881848,-87.644574,Austin,41.901837,-87.784828,232
MOV007437,2021,3,Rogers Park,42.013442,-87.686078,Lakeview,41.943677,-87.641434,33
MOV007438,2023,12,Lakeview,41.92523,-87.671782,Rogers Park,41.99735,-87.666234,272
MOV007439,2022,1,Pilsen,41.846284,-87.663923,Austin,41.901438,-87.760816,389
MOV007440,2023,1,Pilsen,41.869317,-87.670751,South Shore,41.768146,-87.566798,124
MOV007441,2022,10,Englewood,41.780046,-87.648063,Austin,41.901347,-87.759129,242
MOV007442,2023,3,Hyde Park,41.788442,-87.609806,Rogers Park,42.025542,-87.671946,260
MOV007443,2024,12,Englewood,41.773851,-87.657393,Pilsen,41.844579,-87.655259,310
MOV007444,2022,12,Pilsen,41.841807,-87.646943,Englewood,41.766777,-87.650141,344
MOV007445,2025,12,Englewood,41.76887,-87.640783,Rogers Park,42.026949,-87.653178,296
MOV007446,2021,4,Austin,41.886004,-87.768378,Englewood,41.772589,-87.648025,45
MOV007447,2025,11,Loop,41.871281,-87.630809,Austin,41.89737,-87.772392,53
MOV007448,2025,6,Hyde Park,41.803929,-87.608605,Lakeview,41.935029,-87.651833,264
MOV007449,2021,5,Hyde Park,41.799118,-87.583629,Englewood,41.762719,-87.658264,95
MOV007450,2022,1,Hyde Park,41.778631,-87.603842,Austin,41.897692,-87.777941,216
MOV007451,2025,3,South Shore,41.773069,-87.579637,Pilsen,41.851622,-87.662148,22
MOV007452,2021,9,Lakeview,41.956791,-87.657385,Rogers Park,42.026328,-87.68742,384
MOV007453,2023,1,Hyde Park,41.786467,-87.592778,Lakeview,41.943409,-87.634934,221
MOV007454,2022,4,Englewood,41.77341,-87.644979,Pilsen,41.856505,-87.664946,398
MOV007455,2025,6,Hyde Park,41.78705,-87.573548,Englewood,41.763016,-87.625825,40
MOV007456,2022,12,Pilsen,41.855722,-87.661101,Lakeview,41.947176,-87.658147,175
MOV007457,2022,6,Lakeview,41.961682,-87.648045,Pilsen,41.854521,-87.668422,155
MOV007458,2021,10,Austin,41.89201,-87.763665,Rogers Park,42.022826,-87.687961,213
MOV007459,2025,12,South Shore,41.743266,-87.589583,Pilsen,41.840751,-87.653157,193
MOV007460,2024,4,Loop,41.896951,-87.616854,Pilsen,41.8596,-87.673983,140
MOV007461,2024,7,Hyde Park,41.785274,-87.610333,Rogers Park,42.024522,-87.666389,37
MOV007462,2025,6,Englewood,41.777374,-87.62656,Loop,41.859904,-87.614197,102
MOV007463,2021,3,Hyde Park,41.782809,-87.572588,Pilsen,41.869518,-87.662101,230
MOV007464,2022,7,Rogers Park,42.028779,-87.664127,Hyde Park,41.805419,-87.602588,297
MOV007465,2023,4,Hyde Park,41.813432,-87.581419,Austin,41.883719,-87.772734,155
MOV007466,2021,8,South Shore,41.749694,-87.569247,Pilsen,41.83971,-87.651572,118
MOV007467,2025,6,Rogers Park,42.003609,-87.681284,Lakeview,41.939294,-87.636692,137
MOV007468,2023,9,Pilsen,41.871602,-87.658909,Lakeview,41.941715,-87.669216,368
MOV007469,2024,10,South Shore,41.765304,-87.591483,Englewood,41.77926,-87.633532,269
MOV007470,2024,3,Pilsen,41.847215,-87.65224,Austin,41.890577,-87.77481,343
MOV007471,2021,3,Austin,41.882816,-87.753866,Pilsen,41.869429,-87.651994,136
MOV007472,2021,11,Hyde Park,41.774986,-87.585578,Austin,41.898809,-87.784537,258
MOV007473,2022,10,Loop,41.883675,-87.612334,Pilsen,41.86789,-87.641585,196
MOV007474,2022,2,Englewood,41.78788,-87.643953,Loop,41.891257,-87.631285,92
MOV007475,2022,12,Rogers Park,42.027247,-87.676618,Pilsen,41.867904,-87.657066,330
MOV007476,2025,2,Loop,41.890305,-87.613979,Hyde Park,41.786423,-87.606796,132
MOV007477,2024,5,Rogers Park,42.00858,-87.675953,Austin,41.877063,-87.775547,272
MOV007478,2024,12,Hyde Park,41.799172,-87.586855,Rogers Park,42.005539,-87.678342,400
MOV007479,2021,4,Rogers Park,42.027518,-87.653849,South Shore,41.741918,-87.560314,242
MOV007480,2025,11,Austin,41.874186,-87.784744,Rogers Park,42.012169,-87.674163,230
MOV007481,2021,5,Rogers Park,41.995353,-87.666915,Loop,41.889842,-87.64591,124
MOV007482,2023,1,Pilsen,41.858005,-87.644399,South Shore,41.741259,-87.575346,219
MOV007483,2021,5,Rogers Park,42.019289,-87.654485,Loop,41.860958,-87.642714,144
MOV007484,2022,2,Englewood,41.759412,-87.650575,Rogers Park,41.990948,-87.683031,182
MOV007485,2022,7,Englewood,41.764141,-87.640853,South Shore,41.742349,-87.57514,141
MOV007486,2022,5,Hyde Park,41.804288,-87.598014,South Shore,41.745742,-87.561697,95
MOV007487,2025,8,Loop,41.8949,-87.640304,Austin,41.902786,-87.781935,138
MOV007488,2022,9,Pilsen,41.847491,-87.643395,Hyde Park,41.797595,-87.583476,30
MOV007489,2023,3,South Shore,41.749293,-87.593845,Englewood,41.786429,-87.629638,387
MOV007490,2024,5,Rogers Park,42.009173,-87.679708,Pilsen,41.845862,-87.643668,258
MOV007491,2022,2,Austin,41.87824,-87.77345,Lakeview,41.948404,-87.644053,86
MOV007492,2022,4,Lakeview,41.934973,-87.658297,Pilsen,41.843658,-87.648873,279
MOV007493,2024,5,Hyde Park,41.801086,-87.604458,Lakeview,41.944814,-87.668325,355
MOV007494,2021,11,Loop,41.87883,-87.648839,Lakeview,41.961475,-87.655523,143
MOV007495,2025,11,Lakeview,41.932342,-87.647389,Englewood,41.766763,-87.654488,211
MOV007496,2022,12,Rogers Park,42.011821,-87.683408,Austin,41.872209,-87.771787,222
MOV007497,2021,3,Loop,41.882642,-87.610857,Hyde Park,41.781971,-87.587092,333
MOV007498,2025,9,Hyde Park,41.802422,-87.606529,Austin,41.901124,-87.750041,279
MOV007499,2025,2,Rogers Park,42.004755,-87.656173,Hyde Park,41.788414,-87.583957,398
MOV007500,2024,10,Austin,41.889655,-87.781328,Hyde Park,41.779671,-87.607921,318
MOV007501,2022,8,Rogers Park,42.021261,-87.68589,Austin,41.878996,-87.76176,324
MOV007502,2021,1,Rogers Park,42.007282,-87.67299,South Shore,41.77519,-87.558438,241
MOV007503,2025,4,Rogers Park,41.991178,-87.679899,Lakeview,41.948719,-87.648268,344
MOV007504,2025,10,Rogers Park,42.019549,-87.661202,South Shore,41.74322,-87.582996,136
MOV007505,2023,11,Rogers Park,42.011379,-87.659646,Austin,41.876477,-87.769003,328
MOV007506,2025,8,Pilsen,41.84275,-87.654767,Hyde Park,41.812448,-87.602089,377
MOV007507,2022,4,Pilsen,41.863196,-87.649173,Loop,41.87086,-87.643727,293
MOV007508,2024,1,Lakeview,41.948323,-87.658176,South Shore,41.761268,-87.560472,370
MOV007509,2021,5,Rogers Park,42.027312,-87.666257,Englewood,41.769766,-87.647072,173
MOV007510,2024,12,Loop,41.865486,-87.637892,Lakeview,41.93619,-87.669027,298
MOV007511,2021,4,Englewood,41.755775,-87.626276,Lakeview,41.939934,-87.645195,178
MOV007512,2025,8,Englewood,41.758456,-87.647103,Loop,41.891557,-87.625997,130
MOV007513,2025,11,Austin,41.881017,-87.766366,Rogers Park,42.028809,-87.686454,324
MOV007514,2022,7,Loop,41.863618,-87.624196,Austin,41.907885,-87.774553,151
MOV007515,2025,3,Austin,41.8731,-87.75705,Lakeview,41.95043,-87.663909,85
MOV007516,2022,7,Rogers Park,42.010606,-87.664808,Englewood,41.757267,-87.65593,145
MOV007517,2024,4,South Shore,41.746337,-87.583031,Loop,41.896007,-87.636664,174
MOV007518,2025,2,Pilsen,41.855119,-87.658312,Lakeview,41.950302,-87.646591,198
MOV007519,2023,11,Rogers Park,42.006181,-87.672485,Hyde Park,41.780934,-87.582311,27
