visit_id,date,city,museum,visitor_type,party_size,revenue
VIS006919,2022-07-19,NYC,Guggenheim,Student,4,48
VIS006920,2022-12-24,NYC,Metropolitan Museum,Adult,1,12
VIS006921,2025-08-08,Chicago,Shedd Aquarium,Senior,5,0
VIS006922,2021-12-28,NYC,Metropolitan Museum,Adult,3,36
VIS006923,2025-05-22,NYC,Whitney,Adult,3,54
VIS006924,2025-07-07,NYC,Metropolitan Museum,Member,3,0
VIS006925,2022-12-20,NYC,Metropolitan Museum,Adult,3,54
VIS006926,2022-09-08,Chicago,Art Institute of Chicago,Senior,6,108
VIS006927,2024-04-15,Chicago,Field Museum,Member,2,60
VIS006928,2023-02-27,NYC,Metropolitan Museum,Adult,1,25
VIS006929,2022-04-06,NYC,Guggenheim,Member,6,108
VIS006930,2021-04-12,NYC,Guggenheim,Member,2,24
VIS006931,2025-10-22,NYC,Whitney,Adult,6,0
VIS006932,2021-06-14,Chicago,Science and Industry,Child,6,180
VIS006933,2023-12-18,NYC,Whitney,Senior,3,75
VIS006934,2023-05-09,Chicago,Field Museum,Senior,3,90
VIS006935,2025-10-04,NYC,Guggenheim,Student,2,60
VIS006936,2025-11-23,Chicago,Field Museum,Student,4,48
VIS006937,2025-07-19,Chicago,Field Museum,Child,4,0
VIS006938,2023-08-05,Chicago,Science and Industry,Child,2,0
VIS006939,2025-07-31,NYC,Whitney,Child,2,50
VIS006940,2022-06-28,Chicago,Art Institute of Chicago,Student,2,0
VIS006941,2025-03-18,NYC,Guggenheim,Member,2,60
VIS006942,2022-07-27,Chicago,Art Institute of Chicago,Adult,4,100
VIS006943,2023-08-19,NYC,Whitney,Student,6,72
VIS006944,2023-06-07,NYC,Guggenheim,Student,6,150
VIS006945,2021-02-24,Chicago,Art Institute of Chicago,Member,1,12
VIS006946,2024-12-01,NYC,MoMA,Child,5,90
VIS006947,2023-06-01,Chicago,Art Institute of Chicago,Student,1,25
VIS006948,2025-02-21,Chicago,Field Museum,Member,6,72
VIS006949,2024-03-22,NYC,Metropolitan Museum,Student,2,60
VIS006950,2025-08-28,NYC,Metropolitan Museum,Adult,6,108
VIS006951,2025-08-04,NYC,Whitney,Child,4,72
VIS006952,2021-07-24,Chicago,Art Institute of Chicago,Student,4,0
VIS006953,2023-09-09,NYC,Whitney,Student,3,90
VIS006954,2024-11-07,NYC,MoMA,Student,5,125
VIS006955,2022-04-07,Chicago,Shedd Aquarium,Member,5,60
VIS006956,2025-11-03,NYC,MoMA,Member,4,48
VIS006957,2025-04-28,NYC,Guggenheim,Child,3,75
VIS006958,2024-06-27,Chicago,Shedd Aquarium,Student,2,50
VIS006959,2021-01-16,Chicago,Field Museum,Child,4,72
VIS006960,2025-09-02,NYC,Metropolitan Museum,Child,6,0
VIS006961,2023-02-12,NYC,Metropolitan Museum,Senior,3,90
VIS006962,2023-06-18,NYC,Guggenheim,Member,4,0
VIS006963,2021-08-27,NYC,Guggenheim,Senior,1,30
VIS006964,2022-12-25,NYC,Metropolitan Museum,Child,5,60
VIS006965,2023-05-31,Chicago,Art Institute of Chicago,Student,5,150
VIS006966,2022-11-18,Chicago,Shedd Aquarium,Student,1,0
VIS006967,2022-04-12,Chicago,Shedd Aquarium,Child,1,0
VIS006968,2022-11-11,NYC,MoMA,Child,5,150
VIS006969,2022-06-04,Chicago,Field Museum,Member,2,24
VIS006970,2021-09-20,NYC,Whitney,Senior,1,25
VIS006971,2021-04-21,NYC,Guggenheim,Adult,3,36
VIS006972,2024-12-08,NYC,Guggenheim,Senior,1,12
VIS006973,2022-04-22,Chicago,Shedd Aquarium,Adult,5,90
VIS006974,2021-12-09,Chicago,Shedd Aquarium,Child,3,0
VIS006975,2024-01-06,NYC,Guggenheim,Senior,3,54
VIS006976,2021-04-17,Chicago,Science and Industry,Member,3,54
VIS006977,2021-01-26,Chicago,Field Museum,Child,2,50
VIS006978,2024-02-17,NYC,Guggenheim,Senior,1,18
VIS006979,2021-08-29,NYC,Metropolitan Museum,Senior,6,72
VIS006980,2024-11-18,Chicago,Art Institute of Chicago,Child,4,0
VIS006981,2022-05-06,Chicago,Science and Industry,Student,6,150
VIS006982,2022-03-25,Chicago,Field Museum,Adult,5,150
VIS006983,2022-04-08,Chicago,Field Museum,Senior,4,100
VIS006984,2024-04-06,NYC,Metropolitan Museum,Student,2,24
VIS006985,2023-03-15,NYC,Metropolitan Museum,Student,3,75
VIS006986,2021-09-01,NYC,MoMA,Child,1,30
VIS006987,2025-09-08,NYC,MoMA,Adult,2,36
VIS006988,2025-05-05,NYC,Guggenheim,Senior,6,0
VIS006989,2023-09-25,NYC,Whitney,Child,1,18
VIS006990,2021-05-10,Chicago,Science and Industry,Adult,5,0
VIS006991,2022-06-23,NYC,Whitney,Member,3,0
VIS006992,2022-03-12,Chicago,Art Institute of Chicago,Senior,1,12
VIS006993,2022-10-21,Chicago,Science and Industry,Student,4,48
VIS006994,2023-07-15,NYC,Metropolitan Museum,Senior,4,72
VIS006995,2025-09-27,NYC,Metropolitan Museum,Adult,3,54
VIS006996,2024-06-10,NYC,Whitney,Senior,6,72
VIS006997,2021-08-11,NYC,MoMA,Child,4,0
VIS006998,2024-08-01,NYC,MoMA,Adult,2,24
VIS006999,2021-01-23,Chicago,Science and Industry,Child,5,150
VIS007000,2021-07-26,Chicago,Science and Industry,Child,5,60
VIS007001,2021-09-29,Chicago,Art Institute of Chicago,Member,4,48
VIS007002,2025-06-16,Chicago,Field Museum,Adult,2,50
VIS007003,2025-06-09,NYC,Whitney,Child,1,12
VIS007004,2025-03-03,NYC,Metropolitan Museum,Adult,1,12
VIS007005,2022-07-19,NYC,Guggenheim,Senior,6,72
VIS007006,2022-06-04,NYC,Metropolitan Museum,Member,3,54
VIS007007,2022-02-20,NYC,Metropolitan Museum,Student,3,75
VIS007008,2024-12-03,NYC,MoMA,Senior,1,0
VIS007009,2021-02-04,NYC,MoMA,Adult,2,60
VIS007010,2021-02-04,NYC,Guggenheim,Child,3,0
VIS007011,2024-03-31,NYC,Guggenheim,Adult,4,72
VIS007012,2023-06-23,Chicago,Shedd Aquarium,Senior,5,0
VIS007013,2023-03-19,NYC,Whitney,Member,6,0
VIS007014,2022-11-12,NYC,Whitney,Child,5,125
VIS007015,2021-06-11,NYC,Whitney,Child,5,125
VIS007016,2023-09-29,Chicago,Shedd Aquarium,Student,2,24
VIS007017,2023-08-30,Chicago,Shedd Aquarium,Child,4,100
VIS007018,2025-01-26,NYC,Metropolitan Museum,Student,2,36
VIS007019,2025-10-10,Chicago,Field Museum,Child,3,75
VIS007020,2025-07-03,Chicago,Science and Industry,Child,2,36
VIS007021,2024-04-01,NYC,Metropolitan Museum,Student,1,25
VIS007022,2024-03-12,Chicago,Shedd Aquarium,Member,5,125
VIS007023,2022-03-29,NYC,Whitney,Senior,6,150
VIS007024,2022-07-22,NYC,MoMA,Member,2,24
VIS007025,2025-09-02,Chicago,Art Institute of Chicago,Member,2,50
VIS007026,2024-09-26,NYC,Guggenheim,Senior,3,36
VIS007027,2023-06-11,NYC,MoMA,Student,4,48
VIS007028,2023-03-21,NYC,Metropolitan Museum,Member,2,60
VIS007029,2025-10-04,Chicago,Field Museum,Adult,6,180
VIS007030,2022-03-30,Chicago,Shedd Aquarium,Adult,4,48
VIS007031,2024-03-25,NYC,MoMA,Child,4,72
VIS007032,2025-10-07,Chicago,Science and Industry,Senior,3,75
VIS007033,2022-09-30,Chicago,Shedd Aquarium,Member,2,0
VIS007034,2022-04-08,NYC,Whitney,Senior,2,0
VIS007035,2022-06-12,Chicago,Science and Industry,Member,3,90
VIS007036,2025-08-25,NYC,MoMA,Senior,5,90
VIS007037,2023-12-11,Chicago,Shedd Aquarium,Child,2,50
VIS007038,2021-06-30,NYC,Whitney,Senior,3,75
VIS007039,2025-04-02,NYC,Guggenheim,Member,2,60
VIS007040,2022-06-10,Chicago,Field Museum,Senior,1,30
VIS007041,2022-05-13,Chicago,Art Institute of Chicago,Adult,5,90
VIS007042,2024-07-21,NYC,Guggenheim,Member,3,36
VIS007043,2025-02-09,Chicago,Science and Industry,Student,5,0
VIS007044,2021-07-22,NYC,MoMA,Adult,3,54
VIS007045,2022-07-01,Chicago,Art Institute of Chicago,Student,5,125
VIS007046,2021-04-21,Chicago,Art Institute of Chicago,Senior,4,72
VIS007047,2025-06-06,NYC,Whitney,Member,3,54
VIS007048,2024-02-13,NYC,Whitney,Student,1,25
VIS007049,2021-10-07,NYC,Whitney,Child,3,36
VIS007050,2021-06-02,NYC,Whitney,Student,3,0
VIS007051,2022-09-16,Chicago,Art Institute of Chicago,Senior,5,60
VIS007052,2022-05-21,NYC,Metropolitan Museum,Senior,1,25
VIS007053,2024-04-03,Chicago,Art Institute of Chicago,Student,1,25
VIS007054,2024-10-31,NYC,Metropolitan Museum,Senior,6,72
VIS007055,2022-10-04,Chicago,Field Museum,Adult,2,36
VIS007056,2025-05-08,NYC,Whitney,Member,4,100
VIS007057,2022-12-25,NYC,Metropolitan Museum,Member,1,18
VIS007058,2022-11-20,NYC,Guggenheim,Member,2,36
VIS007059,2021-11-02,NYC,Metropolitan Museum,Senior,3,54
VIS007060,2022-05-13,Chicago,Art Institute of Chicago,Member,1,30
VIS007061,2024-08-23,NYC,Metropolitan Museum,Student,3,0
VIS007062,2023-11-05,Chicago,Art Institute of Chicago,Student,3,36
VIS007063,2022-06-13,NYC,Whitney,Student,2,50
VIS007064,2022-04-08,Chicago,Art Institute of Chicago,Senior,5,150
VIS007065,2022-07-29,Chicago,Shedd Aquarium,Child,2,60
VIS007066,2023-01-22,NYC,Guggenheim,Adult,1,0
VIS007067,2023-09-06,Chicago,Science and Industry,Member,6,72
VIS007068,2023-05-03,Chicago,Field Museum,Adult,5,150
VIS007069,2022-11-28,Chicago,Art Institute of Chicago,Adult,5,0
VIS007070,2021-08-26,NYC,Guggenheim,Student,1,12
VIS007071,2023-04-06,NYC,Guggenheim,Child,5,60
VIS007072,2025-02-18,Chicago,Shedd Aquarium,Student,5,150
VIS007073,2023-01-07,Chicago,Art Institute of Chicago,Adult,6,150
VIS007074,2023-09-15,NYC,Whitney,Student,2,24
VIS007075,2023-12-15,Chicago,Shedd Aquarium,Student,2,50
VIS007076,2025-12-12,NYC,Guggenheim,Adult,5,0
VIS007077,2024-10-20,NYC,Whitney,Member,5,125
VIS007078,2024-08-27,NYC,MoMA,Adult,4,120
VIS007079,2023-09-07,Chicago,Art Institute of Chicago,Child,3,90
VIS007080,2024-08-25,NYC,Metropolitan Museum,Member,6,180
VIS007081,2024-10-12,NYC,Guggenheim,Student,5,125
VIS007082,2025-08-18,NYC,Whitney,Adult,6,108
VIS007083,2025-07-19,Chicago,Shedd Aquarium,Adult,1,25
VIS007084,2022-11-01,NYC,MoMA,Member,5,125
VIS007085,2025-12-06,Chicago,Shedd Aquarium,Member,3,54
VIS007086,2024-12-19,NYC,Metropolitan Museum,Senior,4,120
VIS007087,2022-10-16,Chicago,Art Institute of Chicago,Member,4,72
VIS007088,2023-03-09,NYC,Metropolitan Museum,Adult,4,48
VIS007089,2022-12-30,Chicago,Science and Industry,Student,3,0
VIS007090,2022-01-31,Chicago,Field Museum,Child,4,72
VIS007091,2022-02-21,NYC,Guggenheim,Child,4,48
VIS007092,2021-03-02,Chicago,Science and Industry,Student,3,0
VIS007093,2021-02-22,Chicago,Science and Industry,Child,5,90
VIS007094,2022-08-11,NYC,Guggenheim,Student,4,48
VIS007095,2022-11-22,NYC,Guggenheim,Senior,4,100
VIS007096,2021-05-04,NYC,MoMA,Student,2,0
VIS007097,2021-12-02,NYC,Metropolitan Museum,Student,3,54
VIS007098,2021-12-03,NYC,Whitney,Child,5,60
VIS007099,2024-01-27,NYC,Guggenheim,Member,3,75
VIS007100,2024-09-29,NYC,Metropolitan Museum,Senior,5,150
VIS007101,2022-06-28,Chicago,Field Museum,Adult,2,60
VIS007102,2024-03-01,NYC,Whitney,Member,2,0
VIS007103,2021-12-20,Chicago,Science and Industry,Adult,4,120
VIS007104,2024-08-26,Chicago,Field Museum,Adult,6,150
VIS007105,2025-11-21,Chicago,Field Museum,Adult,5,125
VIS007106,2021-11-25,NYC,Guggenheim,Child,3,54
VIS007107,2024-06-14,Chicago,Art Institute of Chicago,Member,6,180
VIS007108,2023-12-29,NYC,MoMA,Adult,6,0
VIS007109,2023-03-28,NYC,MoMA,Senior,3,75
VIS007110,2025-05-06,NYC,Guggenheim,Student,4,48
VIS007111,2022-09-11,Chicago,Art Institute of Chicago,Member,1,18
VIS007112,2023-02-09,Chicago,Science and Industry,Member,1,12
VIS007113,2022-11-28,Chicago,Shedd Aquarium,Senior,6,72
VIS007114,2025-09-02,Chicago,Art Institute of Chicago,Child,2,60
VIS007115,2023-03-10,NYC,MoMA,Child,6,0
VIS007116,2024-03-24,NYC,MoMA,Senior,5,0
VIS007117,2023-12-18,NYC,MoMA,Member,1,12
VIS007118,2021-08-10,Chicago,Art Institute of Chicago,Senior,5,125
VIS007119,2025-06-25,NYC,Whitney,Member,6,72
VIS007120,2021-12-04,NYC,Whitney,Student,1,18
VIS007121,2022-07-31,Chicago,Science and Industry,Student,1,25
VIS007122,2025-04-29,Chicago,Shedd Aquarium,Student,5,125
VIS007123,2021-12-30,NYC,Whitney,Student,3,90
VIS007124,2022-06-19,Chicago,Art Institute of Chicago,Member,1,18
VIS007125,2024-12-15,Chicago,Art Institute of Chicago,Member,4,100
VIS007126,2022-01-10,NYC,Metropolitan Museum,Child,2,24
VIS007127,2025-11-26,Chicago,Science and Industry,Child,6,180
VIS007128,2024-10-24,NYC,Metropolitan Museum,Member,5,150
VIS007129,2025-07-18,Chicago,Science and Industry,Member,2,0
VIS007130,2024-09-07,NYC,Metropolitan Museum,Senior,1,25
VIS007131,2022-07-17,Chicago,Art Institute of Chicago,Member,4,0
VIS007132,2023-06-22,NYC,Metropolitan Museum,Member,4,100
VIS007133,2021-05-08,Chicago,Field Museum,Member,1,12
VIS007134,2023-07-13,NYC,Metropolitan Museum,Member,2,0
VIS007135,2022-05-18,NYC,Whitney,Student,2,0
VIS007136,2023-11-07,Chicago,Field Museum,Member,1,18
VIS007137,2022-10-02,NYC,Guggenheim,Student,4,72
VIS007138,2022-04-03,NYC,Metropolitan Museum,Student,5,150
VIS007139,2024-03-27,Chicago,Science and Industry,Adult,5,90
VIS007140,2025-07-23,NYC,MoMA,Member,5,125
VIS007141,2024-05-08,Chicago,Science and Industry,Child,4,120
VIS007142,2021-10-23,Chicago,Field Museum,Member,4,120
VIS007143,2025-09-20,Chicago,Shedd Aquarium,Adult,2,0
VIS007144,2021-07-15,NYC,Metropolitan Museum,Student,6,108
VIS007145,2022-12-04,Chicago,Shedd Aquarium,Senior,1,0
VIS007146,2023-08-30,Chicago,Field Museum,Child,2,36
VIS007147,2025-10-03,NYC,Metropolitan Museum,Senior,3,90
VIS007148,2023-01-04,NYC,Whitney,Member,6,0
VIS007149,2021-05-16,Chicago,Art Institute of Chicago,Senior,3,54
VIS007150,2021-05-19,NYC,MoMA,Student,1,18
VIS007151,2023-09-12,Chicago,Art Institute of Chicago,Member,4,120
VIS007152,2024-01-17,NYC,MoMA,Member,1,12
VIS007153,2024-07-04,Chicago,Art Institute of Chicago,Child,6,72
VIS007154,2021-03-24,Chicago,Science and Industry,Senior,3,75
VIS007155,2024-09-03,Chicago,Science and Industry,Student,4,120
VIS007156,2022-05-07,Chicago,Field Museum,Adult,3,54
VIS007157,2023-06-13,NYC,Whitney,Student,6,72
VIS007158,2025-02-08,Chicago,Field Museum,Student,2,36
VIS007159,2021-02-12,NYC,Metropolitan Museum,Student,5,125
VIS007160,2024-05-24,Chicago,Art Institute of Chicago,Senior,4,100
VIS007161,2025-02-24,NYC,Metropolitan Museum,Senior,6,72
VIS007162,2023-09-12,Chicago,Art Institute of Chicago,Child,5,125
VIS007163,2024-11-19,NYC,Whitney,Adult,2,24
VIS007164,2025-05-04,NYC,MoMA,Child,1,30
VIS007165,2022-06-07,NYC,MoMA,Adult,1,25
VIS007166,2024-10-17,NYC,Metropolitan Museum,Student,1,12
VIS007167,2022-01-17,Chicago,Art Institute of Chicago,Member,6,150
VIS007168,2021-05-20,NYC,Guggenheim,Senior,4,72
VIS007169,2023-01-20,NYC,Guggenheim,Senior,2,24
VIS007170,2024-02-27,NYC,Metropolitan Museum,Member,3,0
VIS007171,2025-03-27,NYC,Whitney,Adult,3,36
VIS007172,2024-09-24,NYC,MoMA,Adult,6,180
VIS007173,2024-01-21,Chicago,Field Museum,Member,3,90
VIS007174,2021-02-19,NYC,Metropolitan Museum,Student,4,48
VIS007175,2023-03-27,Chicago,Science and Industry,Student,5,0
VIS007176,2022-12-29,Chicago,Art Institute of Chicago,Member,6,180
VIS007177,2024-02-13,NYC,MoMA,Student,5,0
VIS007178,2021-04-11,Chicago,Science and Industry,Adult,1,12
VIS007179,2025-01-06,Chicago,Field Museum,Child,2,36
VIS007180,2025-11-01,NYC,Whitney,Child,2,50
VIS007181,2021-08-01,NYC,Metropolitan Museum,Student,5,90
VIS007182,2024-09-26,Chicago,Art Institute of Chicago,Student,6,108
VIS007183,2021-02-22,Chicago,Science and Industry,Adult,4,48
VIS007184,2024-12-30,NYC,MoMA,Student,6,72
VIS007185,2023-10-02,Chicago,Art Institute of Chicago,Adult,4,100
VIS007186,2021-05-18,NYC,MoMA,Member,3,0
VIS007187,2025-09-23,NYC,Whitney,Student,1,25
VIS007188,2023-03-29,NYC,Whitney,Member,5,90
VIS007189,2022-02-01,NYC,Metropolitan Museum,Student,5,90
VIS007190,2023-12-03,NYC,Whitney,Student,6,150
VIS007191,2023-12-14,Chicago,Shedd Aquarium,Child,1,25
VIS007192,2021-02-24,Chicago,Field Museum,Senior,2,50
VIS007193,2021-03-24,Chicago,Science and Industry,Member,3,90
VIS007194,2021-10-19,Chicago,Science and Industry,Member,2,50
VIS007195,2025-12-06,NYC,MoMA,Senior,4,100
VIS007196,2024-04-18,NYC,Metropolitan Museum,Child,3,0
VIS007197,2025-05-24,Chicago,Field Museum,Senior,6,72
VIS007198,2022-02-25,NYC,MoMA,Adult,4,120
VIS007199,2021-06-05,NYC,Whitney,Child,2,36
VIS007200,2024-04-29,NYC,MoMA,Senior,4,120
VIS007201,2025-11-07,Chicago,Field Museum,Adult,2,24
VIS007202,2022-02-26,NYC,MoMA,Member,2,0
VIS007203,2023-08-25,Chicago,Art Institute of Chicago,Child,6,0
VIS007204,2025-11-15,NYC,MoMA,Member,1,30
VIS007205,2022-10-07,NYC,MoMA,Member,4,100
VIS007206,2025-01-02,Chicago,Field Museum,Senior,2,0
VIS007207,2024-08-20,NYC,MoMA,Member,3,90
VIS007208,2021-08-01,NYC,Guggenheim,Member,6,108
VIS007209,2024-08-23,Chicago,Shedd Aquarium,Member,5,0
VIS007210,2023-01-12,Chicago,Science and Industry,Adult,2,60
VIS007211,2023-08-11,NYC,MoMA,Adult,1,18
VIS007212,2024-05-14,NYC,MoMA,Adult,2,36
VIS007213,2023-09-04,NYC,Guggenheim,Adult,2,0
VIS007214,2025-04-15,NYC,Metropolitan Museum,Adult,1,12
VIS007215,2022-01-31,NYC,Guggenheim,Adult,2,0
VIS007216,2023-02-23,NYC,Whitney,Child,4,48
VIS007217,2022-02-11,Chicago,Shedd Aquarium,Member,4,48
VIS007218,2025-08-07,NYC,MoMA,Student,2,24
VIS007219,2021-11-20,NYC,Metropolitan Museum,Member,2,24
VIS007220,2025-04-28,Chicago,Field Museum,Student,3,75
VIS007221,2025-09-25,NYC,MoMA,Student,3,54
VIS007222,2024-07-28,NYC,MoMA,Senior,6,108
VIS007223,2021-05-08,Chicago,Shedd Aquarium,Senior,3,90
VIS007224,2021-07-05,NYC,Whitney,Adult,5,90
VIS007225,2025-02-22,NYC,Guggenheim,Child,1,18
VIS007226,2024-04-23,NYC,Guggenheim,Senior,5,0
VIS007227,2022-01-23,Chicago,Art Institute of Chicago,Member,6,72
VIS007228,2024-05-23,Chicago,Science and Industry,Member,3,36
VIS007229,2024-05-07,NYC,Whitney,Member,4,72
VIS007230,2021-07-29,Chicago,Shedd Aquarium,Member,1,25
VIS007231,2022-05-16,NYC,Guggenheim,Senior,1,30
VIS007232,2021-07-30,Chicago,Science and Industry,Child,3,90
VIS007233,2022-06-03,Chicago,Shedd Aquarium,Member,2,24
VIS007234,2022-10-07,Chicago,Field Museum,Senior,4,48
VIS007235,2022-01-02,Chicago,Art Institute of Chicago,Child,4,72
VIS007236,2023-12-10,Chicago,Shedd Aquarium,Senior,1,18
VIS007237,2023-05-08,NYC,Whitney,Child,4,72
VIS007238,2024-09-24,NYC,Metropolitan Museum,Senior,6,0
VIS007239,2021-07-07,Chicago,Art Institute of Chicago,Child,5,150
VIS007240,2025-08-23,NYC,MoMA,Senior,4,48
VIS007241,2022-11-05,Chicago,Field Museum,Student,4,48
VIS007242,2024-04-06,NYC,MoMA,Child,2,36
VIS007243,2022-01-23,NYC,Whitney,Student,2,24
VIS007244,2023-11-11,Chicago,Art Institute of Chicago,Senior,1,18
VIS007245,2023-11-24,NYC,MoMA,Senior,2,0
VIS007246,2025-09-13,NYC,Metropolitan Museum,Child,4,100
VIS007247,2022-10-05,NYC,MoMA,Student,6,72
VIS007248,2021-09-12,Chicago,Science and Industry,Child,4,120
VIS007249,2022-11-17,NYC,Whitney,Adult,4,72
VIS007250,2022-06-02,Chicago,Shedd Aquarium,Senior,6,72
VIS007251,2021-02-28,NYC,Whitney,Senior,4,120
VIS007252,2025-04-25,NYC,MoMA,Member,4,120
VIS007253,2024-02-20,Chicago,Shedd Aquarium,Child,4,48
VIS007254,2024-06-27,NYC,Whitney,Adult,3,75
VIS007255,2023-10-05,Chicago,Shedd Aquarium,Child,5,60
VIS007256,2022-09-06,Chicago,Art Institute of Chicago,Child,2,50
VIS007257,2022-04-23,NYC,MoMA,Senior,3,54
VIS007258,2021-10-21,Chicago,Art Institute of Chicago,Child,5,60
VIS007259,2022-11-25,NYC,Whitney,Senior,2,60
VIS007260,2023-01-14,Chicago,Art Institute of Chicago,Member,3,54
VIS007261,2023-07-31,NYC,Whitney,Adult,2,50
VIS007262,2021-09-01,Chicago,Shedd Aquarium,Member,4,100
VIS007263,2023-05-12,Chicago,Shedd Aquarium,Child,1,0
VIS007264,2021-10-16,NYC,Metropolitan Museum,Adult,5,150
VIS007265,2024-12-15,NYC,Metropolitan Museum,Senior,3,54
VIS007266,2024-09-04,Chicago,Art Institute of Chicago,Student,6,72
VIS007267,2024-04-23,NYC,Whitney,Senior,3,54
VIS007268,2023-04-30,NYC,Guggenheim,Member,1,0
VIS007269,2023-10-18,NYC,MoMA,Member,5,125
VIS007270,2025-04-09,Chicago,Shedd Aquarium,Adult,6,0
VIS007271,2022-04-23,NYC,Metropolitan Museum,Adult,4,72
VIS007272,2023-11-04,NYC,MoMA,Student,2,60
VIS007273,2024-04-18,Chicago,Field Museum,Senior,1,12
VIS007274,2023-05-07,Chicago,Shedd Aquarium,Child,5,125
VIS007275,2023-11-28,Chicago,Shedd Aquarium,Student,6,108
VIS007276,2025-04-22,Chicago,Science and Industry,Student,5,0
VIS007277,2023-05-11,Chicago,Art Institute of Chicago,Adult,4,48
VIS007278,2021-09-30,Chicago,Shedd Aquarium,Senior,5,150
VIS007279,2022-10-23,NYC,MoMA,Child,6,72
VIS007280,2023-10-14,NYC,Guggenheim,Senior,4,0
VIS007281,2025-09-26,Chicago,Field Museum,Adult,6,108
VIS007282,2025-11-27,NYC,Metropolitan Museum,Adult,6,72
VIS007283,2023-11-24,Chicago,Shedd Aquarium,Student,3,90
VIS007284,2024-04-07,NYC,Guggenheim,Child,4,48
VIS007285,2025-12-24,NYC,Guggenheim,Child,1,25
VIS007286,2024-10-18,Chicago,Shedd Aquarium,Senior,1,0
VIS007287,2025-02-04,NYC,Metropolitan Museum,Adult,3,36
VIS007288,2025-05-28,Chicago,Science and Industry,Senior,3,0
VIS007289,2024-02-27,NYC,Whitney,Senior,6,0
VIS007290,2023-07-09,Chicago,Field Museum,Member,1,0
VIS007291,2023-04-20,NYC,Metropolitan Museum,Senior,1,12
VIS007292,2024-01-24,Chicago,Shedd Aquarium,Child,5,0
VIS007293,2024-09-18,NYC,MoMA,Child,1,12
VIS007294,2022-07-14,Chicago,Shedd Aquarium,Member,4,100
VIS007295,2021-10-22,Chicago,Shedd Aquarium,Child,2,0
VIS007296,2021-09-04,Chicago,Art Institute of Chicago,Child,5,150
VIS007297,2021-03-11,NYC,Guggenheim,Adult,1,30
VIS007298,2023-10-28,NYC,MoMA,Senior,3,90
VIS007299,2021-01-14,Chicago,Field Museum,Senior,2,24
VIS007300,2021-05-12,NYC,MoMA,Student,1,18
VIS007301,2022-06-06,NYC,Guggenheim,Senior,4,0
VIS007302,2022-05-30,Chicago,Shedd Aquarium,Child,1,30
VIS007303,2023-04-09,Chicago,Shedd Aquarium,Child,3,54
VIS007304,2021-10-12,Chicago,Art Institute of Chicago,Student,3,75
VIS007305,2022-08-03,NYC,MoMA,Child,3,90
VIS007306,2025-02-16,Chicago,Art Institute of Chicago,Child,5,60
VIS007307,2021-03-04,Chicago,Science and Industry,Child,6,180
VIS007308,2022-04-04,NYC,Guggenheim,Senior,4,48
VIS007309,2021-01-19,NYC,Metropolitan Museum,Child,6,0
VIS007310,2021-03-20,NYC,Metropolitan Museum,Senior,3,36
VIS007311,2025-09-28,NYC,MoMA,Child,2,60
VIS007312,2022-01-08,Chicago,Field Museum,Adult,5,125
VIS007313,2025-09-17,NYC,Whitney,Member,3,90
VIS007314,2023-05-18,NYC,Whitney,Child,1,0
VIS007315,2025-07-31,Chicago,Field Museum,Child,3,75
VIS007316,2025-05-20,NYC,Guggenheim,Child,4,48
VIS007317,2023-09-11,NYC,Metropolitan Museum,Member,3,90
VIS007318,2022-03-10,NYC,Metropolitan Museum,Senior,5,90
VIS007319,2021-02-25,Chicago,Science and Industry,Member,1,18
VIS007320,2021-04-05,NYC,MoMA,Adult,2,50
VIS007321,2023-12-13,NYC,Metropolitan Museum,Member,1,12
VIS007322,2023-03-19,Chicago,Science and Industry,Member,2,60
VIS007323,2021-06-29,Chicago,Shedd Aquarium,Student,1,18
VIS007324,2024-05-30,Chicago,Science and Industry,Child,1,12
VIS007325,2021-06-27,NYC,MoMA,Student,1,0
VIS007326,2025-03-20,NYC,Guggenheim,Adult,4,0
VIS007327,2024-04-15,Chicago,Art Institute of Chicago,Student,5,90
VIS007328,2025-04-02,Chicago,Science and Industry,Adult,4,0
VIS007329,2021-07-21,Chicago,Art Institute of Chicago,Member,2,50
VIS007330,2021-11-03,Chicago,Science and Industry,Member,1,18
VIS007331,2025-12-10,Chicago,Field Museum,Member,6,72
VIS007332,2023-11-19,NYC,MoMA,Member,4,72
VIS007333,2023-10-08,Chicago,Science and Industry,Adult,2,0
VIS007334,2022-02-26,Chicago,Field Museum,Student,2,36
VIS007335,2023-05-05,Chicago,Field Museum,Senior,3,36
VIS007336,2025-12-23,Chicago,Science and Industry,Child,3,0
VIS007337,2021-12-12,NYC,Whitney,Senior,5,125
VIS007338,2025-10-17,Chicago,Science and Industry,Child,2,60
VIS007339,2021-11-21,Chicago,Field Museum,Senior,2,24
VIS007340,2023-12-31,NYC,Whitney,Senior,4,48
VIS007341,2021-01-12,Chicago,Field Museum,Adult,6,150
VIS007342,2025-08-30,Chicago,Art Institute of Chicago,Adult,1,0
VIS007343,2025-05-30,Chicago,Shedd Aquarium,Child,4,48
VIS007344,2024-01-24,NYC,Metropolitan Museum,Child,2,60
VIS007345,2023-12-02,Chicago,Science and Industry,Student,1,12
VIS007346,2023-07-03,NYC,Guggenheim,Adult,1,18
VIS007347,2022-01-11,NYC,Whitney,Student,3,36
VIS007348,2023-07-30,NYC,Metropolitan Museum,Child,6,72
